Est Number,Reporting Area,Premise Name,Premise Address 1,Inspection Type,Score,Inspection Date,Violation List,Followup Required
32224,605,ROSE MANOR,3057 N. CLEVELAND ROAD,1,100,11-Feb-14,,NO
32224,605,ROSE MANOR,3057 N. CLEVELAND ROAD,1,74,19-Feb-14,   1  15  16  17  18  19  20  23  26  30  31  32  33  34,YES
32230,605,RUSSELL CAVE ELEMENTARY,3375 RUSSELL CAVE RD,1,98,11-Sep-13,8,NO
32230,605,RUSSELL CAVE ELEMENTARY,3375 RUSSELL CAVE RD,1,97,19-Feb-14,   8  18,NO
31724,607,S & S OUTPOST,6888 RUSSELL CAVE RD.,1,99,21-Nov-13,18,NO
83561,605,"S.E.C., THE",4379 OLD HARRODSBURG RD #110,1,95,5-Nov-13,  15  33,NO
83561,605,"S.E.C., THE",4379 OLD HARRODSBURG RD #110,2,99,5-Nov-13,15,NO
31023,605,SABIO RESTAURANT,380 SOUTH MILL STREET,1,98,5-Jun-13,16,NO
31023,605,SABIO RESTAURANT,380 SOUTH MILL STREET,1,100,9-Dec-13,,NO
65100,607,SAHARA MEDITERRANEAN CUISINE,"3061 FIELDSTONE WAY, STE. 1200",1,97,18-Dec-13,   8  15,NO
69006,605,SAL'S ITALIAN CHOPHOUSE,3373 TATES CREEK ROAD,1,98,24-Jun-13,  15  19,NO
69006,605,SAL'S ITALIAN CHOPHOUSE,3373 TATES CREEK ROAD,1,98,9-Jan-14,26,NO
32239,605,SALVATION ARMY SHELTER,736 W MAIN ST,1,90,25-Jun-13,   1   2  15  28,YES
32239,605,SALVATION ARMY SHELTER,736 W MAIN ST,2,99,5-Jul-13,15,NO
32239,605,SALVATION ARMY SHELTER,736 W MAIN ST,1,90,3-Dec-13,   1  15  19  30  32  34,NO
32239,605,SALVATION ARMY SHELTER,736 W MAIN ST,2,94,3-Dec-13,  15  19  30  32  34,NO
32977,607,SAMMY'S GROCERY AND DELI,561 BRECKINRIDGE,1,100,18-Sep-13,,NO
32977,607,SAMMY'S GROCERY AND DELI,561 BRECKINRIDGE,1,100,14-Mar-14,,NO
45117,607,SAM'S CLUB #8188,1063 NEW CIRCLE RD,1,99,18-Jun-13,19,NO
45117,607,SAM'S CLUB #8188,1063 NEW CIRCLE RD,1,99,27-Dec-13,23,NO
76398,605,SAM'S HOT DOGS,105 N. LIMESTONE,1,94,12-Sep-13,  30  31  33,NO
76398,605,SAM'S HOT DOGS,105 N. LIMESTONE,2,98,12-Sep-13,  30  31,NO
76398,605,SAM'S HOT DOGS,105 N. LIMESTONE,1,93,27-Mar-14,  18  30  31  33,NO
76398,605,SAM'S HOT DOGS,105 N. LIMESTONE,2,97,27-Mar-14,  18  30  31,NO
81811,605,SANDERSVILLE ELEMENTARY SCHOOL,3025 SANDERSVILLE RD,1,96,29-Oct-13,17,YES
81811,605,SANDERSVILLE ELEMENTARY SCHOOL,3025 SANDERSVILLE RD,2,100,31-Oct-13,,NO
81811,605,SANDERSVILLE ELEMENTARY SCHOOL,3025 SANDERSVILLE RD,1,97,26-Mar-14,  26  31,NO
31114,607,SARAH'S CORNER CAFE,4300 WINCHESTER RD,1,100,8-Nov-13,,NO
31114,607,SARAH'S CORNER CAFE,4300 WINCHESTER RD,1,99,30-Apr-14,15,NO
43189,605,SARKU JAPAN,"3401 NICHOLASVILLE RD, SP#FC-5",2,96,3-Jun-13,   8  18  20,NO
43189,605,SARKU JAPAN,"3401 NICHOLASVILLE RD, SP#FC-5",2,88,3-Jun-13,   8  11  13  18  20,NO
43189,605,SARKU JAPAN,"3401 NICHOLASVILLE RD, SP#FC-5",1,93,22-Nov-13,  11  18  19,NO
43189,605,SARKU JAPAN,"3401 NICHOLASVILLE RD, SP#FC-5",2,98,22-Nov-13,  18  19,NO
43189,605,SARKU JAPAN,"3401 NICHOLASVILLE RD, SP#FC-5",1,99,14-May-14,18,NO
63963,605,SAUL GOOD RESTAURANT & PUB,1808 ALYSHEBA WAY,1,94,27-Dec-13,   3  32,NO
63963,605,SAUL GOOD RESTAURANT & PUB,1808 ALYSHEBA WAY,2,99,27-Dec-13,32,NO
93630,605,SAUL GOOD RESTAURANT / PUB #3,123 N BROADWAY,1,98,4-Sep-13,  15  20,NO
93630,605,SAUL GOOD RESTAURANT / PUB #3,123 N BROADWAY,1,97,27-Jan-14,   5  20,NO
80011,605,SAUL GOOD RESTAURANT AND PUB,"3801 MALL ROAD, SUITE 120",1,97,11-Dec-13,   9  19,NO
67154,605,SAUTE CAFE # 1,1165 CENTRE PARKWAY #285,1,100,17-Sep-13,,NO
67154,605,SAUTE CAFE # 1,1165 CENTRE PARKWAY #285,1,99,19-Mar-14,20,NO
33451,607,SAVE A LOT - SOUTHLAND,398 SOUTHLAND DR,1,99,18-Jun-13,20,NO
33451,607,SAVE A LOT - SOUTHLAND,398 SOUTHLAND DR,1,99,18-Jun-13,20,NO
33451,607,SAVE A LOT - SOUTHLAND,398 SOUTHLAND DR,1,99,19-Dec-13,18,NO
89799,605,SAV'S CHILL,289 S LIMESTONE ST,1,100,3-Aug-13,,NO
78680,605,SAV'S GRILL,304 S LIMESTONE,1,99,29-Jul-13,30,NO
78680,605,SAV'S GRILL,304 S LIMESTONE,1,89,16-Jan-14,   9  12  17  26  30,NO
78680,605,SAV'S GRILL,304 S LIMESTONE,2,93,16-Jan-14,   9  12  26  30,NO
30890,605,SAWYER'S BAR & GRILL,325 W MAIN ST,1,85,14-Jun-13,  11  13  15  19  28  31,NO
30890,605,SAWYER'S BAR & GRILL,325 W MAIN ST,2,97,28-Jun-13,  15  19  31,NO
30890,605,SAWYER'S BAR & GRILL,325 W MAIN ST,1,94,13-Dec-13,  17  30  32,NO
30890,605,SAWYER'S BAR & GRILL,325 W MAIN ST,2,98,13-Dec-13,  30  32,NO
32246,605,SAYRE CHRISTIAN VILLAGE,3816 CAMELOT DR,1,100,7-Jun-13,,NO
32246,605,SAYRE CHRISTIAN VILLAGE,3816 CAMELOT DR,1,100,7-Jun-13,,NO
32246,605,SAYRE CHRISTIAN VILLAGE,3816 CAMELOT DR,1,100,26-Nov-13,,NO
32246,605,SAYRE CHRISTIAN VILLAGE,3816 CAMELOT DR,1,95,26-Nov-13,  17  20,NO
32246,605,SAYRE CHRISTIAN VILLAGE,3816 CAMELOT DR,2,99,26-Nov-13,20,NO
32242,605,SAYRE HEALTHCARE CENTER,3775 BELLEAU WOOD DR.,1,100,4-Apr-14,,NO
32244,605,SAYRE SCHOOL CAFETERIA,194 N LIMESTONE ST,1,100,24-Oct-13,,NO
32244,605,SAYRE SCHOOL CAFETERIA,194 N LIMESTONE ST,1,91,10-Apr-14,   1  15  17,NO
32244,605,SAYRE SCHOOL CAFETERIA,194 N LIMESTONE ST,2,99,10-Apr-14,15,NO
43118,605,SBARRO'S ITALIAN EATERY, FAYETTE MALL,1,96,13-Nov-13,  12  15  18,NO
43118,605,SBARRO'S ITALIAN EATERY, FAYETTE MALL,1,88,6-May-14,  11  12  13  15  19,YES
65273,605,SCAPA AT LAFAYETTE,400 LAFAYETTE AVE,1,100,16-Sep-13,,NO
65273,605,SCAPA AT LAFAYETTE,400 LAFAYETTE AVE,1,100,25-Feb-14,,NO
60886,605,SCHLOTZSKY'S DELI,117 W TIVERTON WAY,1,100,20-Nov-13,,NO
60886,605,SCHLOTZSKY'S DELI,117 W TIVERTON WAY,1,100,15-May-14,,NO
32293,605,SCHNEIDER ELECTRIC CANTEEN, @ SQUARE D COMPANY,1,100,11-Jul-13,,NO
32293,605,SCHNEIDER ELECTRIC CANTEEN, @ SQUARE D COMPANY,1,99,27-Jan-14,19,NO
82186,605,SCHOOL RESTAURANT,162 TODDS ROAD,1,96,3-Jun-13,   8  18  31,NO
82186,605,SCHOOL RESTAURANT,162 TODDS ROAD,1,98,31-Mar-14,  18  30,NO
62923,605,SEASON'S CATERING & SPECIAL OCCASIONS,333 N ASHLAND AVE,1,96,11-Nov-13,17,YES
62923,605,SEASON'S CATERING & SPECIAL OCCASIONS,333 N ASHLAND AVE,1,100,11-Dec-13,,NO
86709,605,SECOND FLOOR CLUB SERVICE BAR,4201 VERSAILLES RD,1,100,8-Oct-13,,NO
86709,605,SECOND FLOOR CLUB SERVICE BAR,4201 VERSAILLES RD,1,95,9-Apr-14,11,NO
86709,605,SECOND FLOOR CLUB SERVICE BAR,4201 VERSAILLES RD,2,100,9-Apr-14,,NO
69423,605,SECOND PRESBYTERIAN CHURCH,460 E. MAIN STREET,1,100,19-Jun-13,,NO
69423,605,SECOND PRESBYTERIAN CHURCH,460 E. MAIN STREET,1,100,20-Dec-13,,NO
49634,605,SEKI JAPANESE RESTAURANT,1093 S BROADWAY,1,96,26-Nov-13,  15  16  31,NO
77811,605,"SELMA'S CATERING, LLC","1500 BULL LEA ROAD, STE. 130",1,96,20-Jun-13,   9  19  20,NO
77811,605,"SELMA'S CATERING, LLC","1500 BULL LEA ROAD, STE. 130",1,99,22-Nov-13,19,NO
90674,605,SHAKESPEARE AND CO DOWNTOWN LEX LLC,367 W SHORT ST,1,97,26-Jun-13,  18  19  31,NO
90674,605,SHAKESPEARE AND CO DOWNTOWN LEX LLC,367 W SHORT ST,1,97,26-Dec-13,  16  20,NO
49872,605,SHAMROCK BAR & GRILL,4750 HARTLAND PARKWAY #128,1,100,31-Oct-13,,NO
49872,605,SHAMROCK BAR & GRILL,4750 HARTLAND PARKWAY #128,1,98,28-Apr-14,  30  31,NO
72294,605,SHANGHAI BISTRO,4101 TATES CREEK CTRE #7,1,94,10-Jun-13,   8  27  29,NO
72294,605,SHANGHAI BISTRO,4101 TATES CREEK CTRE #7,1,96,3-Jan-14,   8  12,NO
81478,605,SHANGHAI BISTRO,"2200 WAR ADMIRAL WAY, STE #170",1,95,20-Jun-13,   9  12  18,NO
81478,605,SHANGHAI BISTRO,"2200 WAR ADMIRAL WAY, STE #170",1,94,30-Dec-13,   6   8  18  31,NO
81478,605,SHANGHAI BISTRO,"2200 WAR ADMIRAL WAY, STE #170",1,94,30-Dec-13,   6   8  18  31,NO
81478,605,SHANGHAI BISTRO,"2200 WAR ADMIRAL WAY, STE #170",1,94,30-Dec-13,   6   8  18  31,NO
31046,605,SHAW'S CHILDCARE,2813 SNOW ROAD,1,100,5-Jul-13,,NO
31046,605,SHAW'S CHILDCARE,2813 SNOW ROAD,1,100,30-Jan-14,,NO
87579,605,"SHE BAKES CAKES, LLC",820 LANE ALLEN RD #148,1,100,24-Oct-13,,NO
87579,605,"SHE BAKES CAKES, LLC",820 LANE ALLEN RD #148,1,100,28-Apr-14,,NO
72018,607,SHELL,109 TOWN CENTER DRIVE,1,88,23-Sep-13,  13  16  19  26  33,YES
72018,607,SHELL,109 TOWN CENTER DRIVE,2,99,2-Oct-13,19,NO
72018,607,SHELL,109 TOWN CENTER DRIVE,1,99,10-Apr-14,19,NO
72018,607,SHELL,109 TOWN CENTER DRIVE,1,99,10-Apr-14,19,NO
60153,607,SHELL - EXIT 104,5521 ATHENS-BOONESBORO ROAD,1,96,19-Jun-13,  12  19  30,NO
60153,607,SHELL - EXIT 104,5521 ATHENS-BOONESBORO ROAD,1,99,23-Dec-13,30,NO
35891,607,SHELL - HARRODSBURG ROAD,1998 HARRODSBURG ROAD,1,97,7-Oct-13,13,NO
35891,607,SHELL - HARRODSBURG ROAD,1998 HARRODSBURG ROAD,1,100,18-Oct-13,,NO
35891,607,SHELL - HARRODSBURG ROAD,1998 HARRODSBURG ROAD,1,85,16-Apr-14,   1   5  13  16  19  31  34,YES
35891,607,SHELL - HARRODSBURG ROAD,1998 HARRODSBURG ROAD,1,96,29-Apr-14,  19  29  31,NO
62328,607,SHELL - MARKET PLACE,4096 NICHOLS PARK DR,1,87,22-Nov-13,   1  13  19  20  26  30  32,YES
62328,607,SHELL - MARKET PLACE,4096 NICHOLS PARK DR,2,99,2-Dec-13,30,NO
62328,607,SHELL - MARKET PLACE,4096 NICHOLS PARK DR,1,100,15-May-14,,NO
50438,607,SHELL - MIST LAKE,3110 RICHMOND ROAD,1,94,18-Jul-13,  16  19  30  31  32,NO
50438,607,SHELL - MIST LAKE,3110 RICHMOND ROAD,1,96,10-Jan-14,  12  19  32,NO
50438,607,SHELL - MIST LAKE,3110 RICHMOND ROAD,1,98,10-Apr-14,  15  19,NO
50631,607,SHELL - NEWTOWN PIKE,1070 NEWTOWN PIKE,1,98,15-Oct-13,26,NO
50631,607,SHELL - NEWTOWN PIKE,1070 NEWTOWN PIKE,2,98,15-Oct-13,26,NO
50631,607,SHELL - NEWTOWN PIKE,1070 NEWTOWN PIKE,1,98,9-Apr-14,  15  20,NO
31497,607,SHELL - NORTH BROADWAY,176 NEW CIRCLE RD,1,100,2-Jul-13,,NO
31497,607,SHELL - NORTH BROADWAY,176 NEW CIRCLE RD,1,92,12-Jul-13,  16  19  21,YES
31497,607,SHELL - NORTH BROADWAY,176 NEW CIRCLE RD,2,100,22-Jul-13,,NO
31497,607,SHELL - NORTH BROADWAY,176 NEW CIRCLE RD,1,100,16-Dec-13,,NO
32994,607,SHELL - RUSSELL CAVE SHELL,435 W NEW CIRCLE ROAD,1,97,12-Aug-13,  16  30,NO
32994,607,SHELL - RUSSELL CAVE SHELL,435 W NEW CIRCLE ROAD,1,95,13-Jan-14,  13  20  30,NO
62111,607,SHELL - SOUTH LIMESTONE,905 S LIMESTONE ST,1,97,20-Sep-13,  19  20  30,NO
62111,607,SHELL - SOUTH LIMESTONE,905 S LIMESTONE ST,1,99,24-Feb-14,20,NO
62111,607,SHELL - SOUTH LIMESTONE,905 S LIMESTONE ST,2,99,24-Feb-14,20,NO
48825,607,SHELL - TATES CREEK SOUTH,4201 SARON DRIVE,1,98,25-Nov-13,12,NO
34103,607,SHELL - VERSAILLES ROAD,2300 VERSAILLES RD,1,100,23-Jul-13,,NO
34103,607,SHELL - VERSAILLES ROAD,2300 VERSAILLES RD,1,100,30-Jan-14,,NO
64622,607,SHELL - VIRGINIA AVENUE,900 SOUTH BROADWAY,1,92,19-Sep-13,   3  13,NO
64622,607,SHELL - VIRGINIA AVENUE,900 SOUTH BROADWAY,2,97,30-Sep-13,13,YES
64622,607,SHELL - VIRGINIA AVENUE,900 SOUTH BROADWAY,2,100,1-Oct-13,,NO
64622,607,SHELL - VIRGINIA AVENUE,900 SOUTH BROADWAY,1,94,28-Feb-14,   5  19  26  30,NO
62827,607,SHELL FOOD MART,2420 RICHMOND ROAD,1,98,11-Sep-13,5,NO
62827,607,SHELL FOOD MART,2420 RICHMOND ROAD,1,95,11-Mar-14,   2  19  27  32,NO
42078,607,SHELL FOOD MART- PALOMAR CTR,3792 HARRODSBURG RD LOT #600,1,95,13-Dec-13,  13  30  32,NO
42078,607,SHELL FOOD MART- PALOMAR CTR,3792 HARRODSBURG RD LOT #600,2,98,13-Dec-13,  30  32,NO
72691,607,SHELL FOODMART,6400 POLO CLUB BLVD.,1,98,20-Dec-13,  19  20,NO
31054,607,SHELL-ESTEPP'S FOOD MART DELI,1951 STANTON WAY,1,91,8-Nov-13,   1   5  19  20  31,NO
31054,607,SHELL-ESTEPP'S FOOD MART DELI,1951 STANTON WAY,2,95,8-Nov-13,   5  19  20  31,NO
31054,607,SHELL-ESTEPP'S FOOD MART DELI,1951 STANTON WAY,1,97,7-May-14,  15  19  20,NO
31473,607,SHELL-PARIS PIKE SHELL,1949 NORTH BROADWAY,1,100,28-Aug-13,,NO
31473,607,SHELL-PARIS PIKE SHELL,1949 NORTH BROADWAY,1,96,23-Jan-14,  18  19  26,NO
46898,607,SHELL-SOUTHLAND FOOD MART,1975 NICHOLASVILLE RD,1,100,25-Jul-13,,NO
46898,607,SHELL-SOUTHLAND FOOD MART,1975 NICHOLASVILLE RD,1,96,13-Jan-14,33,NO
46898,607,SHELL-SOUTHLAND FOOD MART,1975 NICHOLASVILLE RD,2,100,13-Jan-14,,NO
43814,605,SHEPHERD'S HOUSE,154 BONNIE BRAE DRIVE,1,96,29-Oct-13,   8  26,NO
43814,605,SHEPHERD'S HOUSE,154 BONNIE BRAE DRIVE,1,93,9-Apr-14,   1  19  26,NO
43814,605,SHEPHERD'S HOUSE,154 BONNIE BRAE DRIVE,1,93,9-Apr-14,   1  19  26,NO
43814,605,SHEPHERD'S HOUSE,154 BONNIE BRAE DRIVE,2,97,9-Apr-14,  19  26,NO
32259,605,SHORT STREET CAFE,219 E SHORT ST,1,94,9-Aug-13,  12  15  19  20  31,NO
32259,605,SHORT STREET CAFE,219 E SHORT ST,1,84,4-Mar-14,  15  17  19  22  30  31  33,YES
32259,605,SHORT STREET CAFE,219 E SHORT ST,2,97,18-Mar-14,  15  19  20,NO
88003,607,SHORTY'S MARKET,163 W SHORT STREET,1,100,3-Jan-14,,NO
32187,605,SHOW-ME'S SOUTHLAND,286 SOUTHLAND DR,1,100,9-Sep-13,,NO
32187,605,SHOW-ME'S SOUTHLAND,286 SOUTHLAND DR,1,100,10-Oct-13,,NO
32187,605,SHOW-ME'S SOUTHLAND,286 SOUTHLAND DR,1,100,1-Apr-14,,NO
32257,605,SHRINERS HOSPITAL,1900 RICHMOND ROAD,1,100,13-Jul-13,,NO
32257,605,SHRINERS HOSPITAL,1900 RICHMOND ROAD,1,100,15-Jan-14,,NO
66576,605,SIDEBAR GRILL,147 NORTH LIMESTONE STREET,1,98,12-Sep-13,  30  31,NO
66576,605,SIDEBAR GRILL,147 NORTH LIMESTONE STREET,1,97,27-Mar-14,  19  30  31,NO
32258,605,SIGEE'S,2143 NORTH BROADWAY,2,92,7-Jun-13,  19  20  28  30  31,NO
32258,605,SIGEE'S,2143 NORTH BROADWAY,2,94,18-Jun-13,   2  16  20  30  31,NO
32258,605,SIGEE'S,2143 NORTH BROADWAY,1,93,14-Nov-13,   8  19  20  31  34,NO
75371,605,SIGNATURE GRILLE,3200 LANSDOWNE DRIVE,1,98,7-Nov-13,8,NO
75371,605,SIGNATURE GRILLE,3200 LANSDOWNE DRIVE,1,100,8-Nov-13,,NO
75371,605,SIGNATURE GRILLE,3200 LANSDOWNE DRIVE,1,98,16-May-14,16,NO
69506,605,SILVER CUE BILLIARDS BAR/GRILL,694 NEW CIRCLE ROAD NE # 1,1,99,13-Jun-13,19,NO
69506,605,SILVER CUE BILLIARDS BAR/GRILL,694 NEW CIRCLE ROAD NE # 1,1,100,12-Dec-13,,NO
77779,605,SINDBAD KABOB HOUSE,"565 E. NEW CIRCLE RD., STE 5",1,99,14-Apr-14,31,NO
32260,605,SIR PIZZA, CROSS ROADS PLAZA,1,94,19-Jun-13,  12  13  30,YES
32260,605,SIR PIZZA, CROSS ROADS PLAZA,1,93,28-Jun-13,  12  15  19  30  34,NO
32260,605,SIR PIZZA, CROSS ROADS PLAZA,1,100,20-Dec-13,,NO
32260,605,SIR PIZZA, CROSS ROADS PLAZA,1,91,13-Jan-14,   1  12  15  26,NO
32260,605,SIR PIZZA, CROSS ROADS PLAZA,2,95,13-Jan-14,  12  15  26,NO
36515,605,SIR PIZZA,3341 POST ROAD,1,98,11-Oct-13,  15  23,NO
49085,605,SIR PIZZA,1064 S BROADWAY PLACE,1,87,5-Nov-13,   1   8  12  19  33,NO
49085,605,SIR PIZZA,1064 S BROADWAY PLACE,2,95,5-Nov-13,   8  12  19,NO
49085,605,SIR PIZZA,1064 S BROADWAY PLACE,1,92,7-May-14,   5  12  33,NO
49085,605,SIR PIZZA,1064 S BROADWAY PLACE,2,96,7-May-14,   5  12,NO
64207,605,SIR PIZZA,463 WEST NEW CIRCLE ROAD,1,92,6-Sep-13,   6  12  13  15,YES
64207,605,SIR PIZZA,463 WEST NEW CIRCLE ROAD,2,96,18-Oct-13,  12  18  19,NO
64207,605,SIR PIZZA,463 WEST NEW CIRCLE ROAD,1,95,24-Jan-14,   8  12  15,NO
32264,605,SIR PIZZA COMMISSARY,2604 RICHMOND ROAD,1,90,17-Jul-13,  18  23  26  28  29,YES
32264,605,SIR PIZZA COMMISSARY,2604 RICHMOND ROAD,1,100,24-Jul-13,,NO
32264,605,SIR PIZZA COMMISSARY,2604 RICHMOND ROAD,1,98,12-Feb-14,26,NO
94733,605,SKY BLUE DINER,211 E SEVENTH ST,1,100,28-Mar-14,,NO
84730,605,SKYBAR - LEXINGTON,269 W MAIN ST.,1,95,21-Nov-13,   9  16  19,NO
92547,605,SLEEP INN,1920 PLAUDIT PLACE,1,91,23-Dec-13,   8  13  16  20  32,NO
92547,605,SLEEP INN,1920 PLAUDIT PLACE,2,100,2-Jan-14,,NO
93540,605,SMART BEEZ LEARNING CENTER,435 SOUTHLAND,1,98,4-Apr-14,8,NO
86670,605,SMASHBURGER,"3695 NICHOLASVILLE RD, STE 120",1,96,26-Aug-13,17,YES
86670,605,SMASHBURGER,"3695 NICHOLASVILLE RD, STE 120",2,100,27-Aug-13,,NO
86670,605,SMASHBURGER,"3695 NICHOLASVILLE RD, STE 120",1,99,31-Jan-14,20,NO
78769,605,SMASHBURGERS,535 S. UPPER STREET STE. 145,1,92,20-Nov-13,  13  15  33,YES
78769,605,SMASHBURGERS,535 S. UPPER STREET STE. 145,2,100,27-Nov-13,,NO
78769,605,SMASHBURGERS,535 S. UPPER STREET STE. 145,1,100,15-May-14,,NO
88366,605,SMASHING TOMATO 3,2573 RICHMOND RD STE 170,1,100,19-Jun-13,,NO
88366,605,SMASHING TOMATO 3,2573 RICHMOND RD STE 170,1,100,23-Dec-13,,NO
77034,605,SMASHING TOMATO RESTAURANT,3801 MALL ROAD,1,100,4-Nov-13,,NO
77034,605,SMASHING TOMATO RESTAURANT,3801 MALL ROAD,1,98,5-May-14,26,NO
80997,605,SMASHING TOMATO RESTAURANT,2200 WAR ADMIRAL WAY,1,98,21-Jun-13,12,NO
80997,605,SMASHING TOMATO RESTAURANT,2200 WAR ADMIRAL WAY,1,100,30-Dec-13,,NO
93456,605,SMITHTOWN SEAFOOD,501 W SIXTH ST SUITE 110,1,100,9-Sep-13,,NO
93456,605,SMITHTOWN SEAFOOD,501 W SIXTH ST SUITE 110,1,100,16-Oct-13,,NO
72129,605,SOLID ROC CAFE,3100 TATES CREEK RD.,1,99,25-Sep-13,15,NO
72129,605,SOLID ROC CAFE,3100 TATES CREEK RD.,1,99,25-Feb-14,15,NO
54476,605,SONIC 3209,1026 S BROADWAY,1,96,20-Nov-13,  19  29  31,NO
54476,605,SONIC 3209,1026 S BROADWAY,1,98,15-May-14,  15  31,NO
64780,605,SONIC 4301,234 E. NEW CIRCLE ROAD,1,94,17-Jul-13,  12  15  19  20  30,NO
64780,605,SONIC 4301,234 E. NEW CIRCLE ROAD,1,95,19-Dec-13,21,YES
64780,605,SONIC 4301,234 E. NEW CIRCLE ROAD,2,94,24-Jan-14,  15  18  26  34,NO
78867,605,SONIC 5852,2633 RICHMOND ROAD,1,95,3-Dec-13,  12  18  30  31,NO
83459,605,SOUNDBAR,208 S LIMESTONE ST.,1,100,12-Nov-13,,NO
85470,605,"SOUP KITCHEN, THE",376 SOUTHLAND DRIVE,1,97,17-Oct-13,  12  18,NO
85470,605,"SOUP KITCHEN, THE",376 SOUTHLAND DRIVE,1,93,15-Apr-14,   8  15  16  34,NO
50802,605,SOUTH LEXINGTON YOUTH BASEBALL (4-12),3500 SHILLITO PARK DRIVE,1,100,14-Jun-13,,NO
41126,605,"SOUTH SIDE PUB, LLC",3650 BOSTON RD,1,95,17-Sep-13,  12  19  20  31,NO
41126,605,"SOUTH SIDE PUB, LLC",3650 BOSTON RD,1,91,26-Feb-14,  15  19  26  28  31,YES
41126,605,"SOUTH SIDE PUB, LLC",3650 BOSTON RD,2,99,11-Mar-14,15,NO
35716,605,SOUTH VAN EVENTS,753 E 7TH ST,1,93,25-Jun-13,   8  19  33,NO
35716,605,SOUTH VAN EVENTS,753 E 7TH ST,2,97,25-Jun-13,   8  19,NO
35716,605,SOUTH VAN EVENTS,753 E 7TH ST,1,90,30-Dec-13,   1  19  23  26  30  31,NO
35716,605,SOUTH VAN EVENTS,753 E 7TH ST,2,94,30-Dec-13,  19  23  26  30  31,NO
70144,605,SOUTHERN ACRES CHRISTIAN,301 HARVARD DRIVE,1,99,19-Jun-13,19,NO
70144,605,SOUTHERN ACRES CHRISTIAN,301 HARVARD DRIVE,1,100,20-Dec-13,,NO
32277,605,SOUTHERN ELEMENTARY SCHOOL,340 WILSON DOWNING RD,1,100,20-Sep-13,,NO
32277,605,SOUTHERN ELEMENTARY SCHOOL,340 WILSON DOWNING RD,1,100,13-Feb-14,,NO
45061,605,SOUTHERN HILLS UNITED METH.,2356 HARRODSBURG ROAD,1,99,19-Jun-13,19,NO
45061,605,SOUTHERN HILLS UNITED METH.,2356 HARRODSBURG ROAD,1,99,21-Nov-13,31,NO
32278,605,SOUTHERN MIDDLE SCHOOL,400 WILSON DOWNING RD,1,100,16-Sep-13,,NO
32278,605,SOUTHERN MIDDLE SCHOOL,400 WILSON DOWNING RD,1,98,13-Feb-14,  15  31,NO
53502,605,SOUTHLAND PARK AQUATIC FAC., HILL-N-DALE DR,1,100,17-Jun-13,,NO
53502,605,SOUTHLAND PARK AQUATIC FAC., HILL-N-DALE DR,1,100,14-Jan-14,,NO
94405,605,SOUTHLAND PERK,472 SOUTHLAND DR,1,100,2-Jan-14,,NO
75634,605,SPALDINGS BAKERY,760 WINCHESTER ROAD,1,100,20-Jun-13,,NO
75634,605,SPALDINGS BAKERY,760 WINCHESTER ROAD,1,100,7-Feb-14,,NO
32217,605,SPEARMINT RHINO,5539 ATHENS-BOONESBORO ROAD,1,96,14-Nov-13,   5   8,NO
34104,607,SPEEDWAY,2290 ELKHORN ROAD,1,100,10-Oct-13,,NO
34104,607,SPEEDWAY,2290 ELKHORN ROAD,1,95,27-Mar-14,  15  19  26  31,NO
51188,607,SPEEDWAY #9332,911 BEAUMONT CENTRE PRKY,1,100,19-Sep-13,,NO
51188,607,SPEEDWAY #9332,911 BEAUMONT CENTRE PRKY,1,97,26-Mar-14,  26  30,NO
51715,607,SPEEDWAY #9334,2910 TATES CREEK RD,1,99,11-Jul-13,15,NO
51715,607,SPEEDWAY #9334,2910 TATES CREEK RD,1,95,30-Jan-14,  19  26  34,NO
32284,607,SPEEDWAY #9394,1001 GEORGETOWN RD,1,93,12-Jun-13,   8  19  27  34,NO
32284,607,SPEEDWAY #9394,1001 GEORGETOWN RD,1,96,20-Nov-13,  19  32  34,NO
56946,607,SPEEDWAY #9395,2301 PARIS PIKE,1,99,17-Jul-13,19,NO
56946,607,SPEEDWAY #9395,2301 PARIS PIKE,1,97,18-Dec-13,  15  34,NO
74523,607,SPEEDWAY #9397,1281 E NEW CIRCLE RD,1,96,1-Nov-13,  19  26  31,NO
74523,607,SPEEDWAY #9397,1281 E NEW CIRCLE RD,1,92,15-Apr-14,  15  19  20  26  32  34,NO
56948,607,SPEEDWAY #9398,3393 TATES CREEK RD,1,97,6-Nov-13,  19  26,NO
56948,607,SPEEDWAY #9398,3393 TATES CREEK RD,1,92,18-Apr-14,  13  19  26  34,YES
56948,607,SPEEDWAY #9398,3393 TATES CREEK RD,1,96,13-May-14,  19  32  34,NO
59244,607,SPEEDWAY #9402,3151 TODDS RD,1,99,20-Jun-13,19,NO
59244,607,SPEEDWAY #9402,3151 TODDS RD,1,100,23-Dec-13,,NO
32323,607,SPEEDWAY #9512,515 EUCLID AVE,1,97,13-Jun-13,  16  19,NO
32323,607,SPEEDWAY #9512,515 EUCLID AVE,2,99,13-Jun-13,19,NO
32323,607,SPEEDWAY #9512,515 EUCLID AVE,1,99,4-Dec-13,32,NO
32317,607,SPEEDWAY #9591,2301 VERSAILLES RD,1,95,11-Oct-13,  12  19  34,NO
32317,607,SPEEDWAY #9591,2301 VERSAILLES RD,1,93,7-Apr-14,  12  20  27  34,NO
32322,607,SPEEDWAY #9593,2900 RICHMOND RD,1,100,12-Aug-13,,NO
